"Plot Title: 20775523"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20775523, SEN S/N: 20775523)","Full Range, μS/cm (LGR S/N: 20775523, SEN S/N: 20775523)","Temp, °C (LGR S/N: 20775523, SEN S/N: 20775523)","Coupler Detached (LGR S/N: 20775523)","Coupler Attached (LGR S/N: 20775523)","Host Connected (LGR S/N: 20775523)","Stopped (LGR S/N: 20775523)","End Of File (LGR S/N: 20775523)"
157,10/12/22 09:47:48 AM,2.4,0.9,18.74,,,,,
158,10/12/22 09:47:51 AM,1.2,0.9,18.73,,,,,
159,10/12/22 09:47:54 AM,2.4,-1.7,18.73,,,,,
160,10/12/22 09:47:57 AM,1.2,-1.7,18.74,,,,,
161,10/12/22 09:48:00 AM,1.2,-1.7,18.74,,,,,
162,10/12/22 09:48:03 AM,1.2,0.9,18.73,,,,,
163,10/12/22 09:48:06 AM,1.2,0.9,18.73,,,,,
164,10/12/22 09:48:09 AM,1.2,0.9,18.73,,,,,
165,10/12/22 09:48:12 AM,2.4,0.9,18.73,,,,,
166,10/12/22 09:48:15 AM,1.2,0.9,18.73,,,,,
167,10/12/22 09:48:18 AM,2.4,-1.7,18.73,,,,,
168,10/12/22 09:48:21 AM,2.4,-1.7,18.72,,,,,
169,10/12/22 09:48:24 AM,2.4,-1.7,18.73,,,,,
170,10/12/22 09:48:27 AM,1.2,0.9,18.73,,,,,
171,10/12/22 09:48:30 AM,1.2,-1.7,18.72,,,,,
172,10/12/22 09:48:33 AM,1.2,0.9,18.73,,,,,
173,10/12/22 09:48:36 AM,1.2,-1.7,18.73,,,,,
174,10/12/22 09:48:39 AM,1.2,-1.7,18.72,,,,,
175,10/12/22 09:48:42 AM,1.2,0.9,18.73,,,,,
176,10/12/22 09:48:45 AM,1.3,0.9,18.72,,,,,
177,10/12/22 09:48:48 AM,1.2,0.9,18.72,,,,,
178,10/12/22 09:48:51 AM,1.2,0.9,18.72,,,,,
179,10/12/22 09:48:54 AM,1.2,-1.7,18.72,,,,,
180,10/12/22 09:48:57 AM,1.2,-1.7,18.72,,,,,
181,10/12/22 09:49:00 AM,1.2,-1.7,18.72,,,,,
182,10/12/22 09:49:03 AM,1.2,0.9,18.72,,,,,
183,10/12/22 09:49:06 AM,2.4,-1.7,18.72,,,,,
184,10/12/22 09:49:09 AM,1.2,0.9,18.72,,,,,
185,10/12/22 09:49:12 AM,2.4,0.9,18.70,,,,,
186,10/12/22 09:49:15 AM,1.2,0.9,18.70,,,,,
187,10/12/22 09:49:18 AM,1.2,0.9,18.70,,,,,
188,10/12/22 09:49:21 AM,1.0,0.9,18.70,,,,,
189,10/12/22 09:49:24 AM,1.2,-1.7,18.70,,,,,
190,10/12/22 09:49:27 AM,2.4,0.9,18.70,,,,,
191,10/12/22 09:49:30 AM,1.2,-1.7,18.70,,,,,
192,10/12/22 09:49:33 AM,1.2,-1.7,18.70,,,,,
193,10/12/22 09:49:36 AM,1.2,-1.7,18.70,,,,,
194,10/12/22 09:49:39 AM,1.2,0.9,18.70,,,,,
195,10/12/22 09:49:42 AM,2.4,0.9,18.69,,,,,
196,10/12/22 09:49:45 AM,1.2,-1.7,18.70,,,,,
197,10/12/22 09:49:48 AM,2.4,0.9,18.70,,,,,
198,10/12/22 09:49:51 AM,1.2,0.9,18.70,,,,,
199,10/12/22 09:49:54 AM,1.0,0.9,18.70,,,,,
200,10/12/22 09:49:57 AM,1.2,0.9,18.69,,,,,
201,10/12/22 09:50:00 AM,2.4,0.9,18.70,,,,,
202,10/12/22 09:50:03 AM,1.2,-1.7,18.69,,,,,
203,10/12/22 09:50:06 AM,1.2,0.9,18.70,,,,,
204,10/12/22 09:50:09 AM,2.4,0.9,18.68,,,,,
205,10/12/22 09:50:12 AM,1.2,0.9,18.69,,,,,
206,10/12/22 09:50:15 AM,2.4,-1.7,18.69,,,,,
207,10/12/22 09:50:18 AM,1.2,0.9,18.69,,,,,
208,10/12/22 09:50:21 AM,2.4,0.9,18.69,,,,,
209,10/12/22 09:50:24 AM,1.3,-1.7,18.69,,,,,
210,10/12/22 09:50:27 AM,1.3,-1.7,18.69,,,,,
211,10/12/22 09:50:30 AM,1.2,0.9,18.68,,,,,
212,10/12/22 09:50:33 AM,1.2,0.9,18.69,,,,,
213,10/12/22 09:50:36 AM,1.2,0.9,18.68,,,,,
214,10/12/22 09:50:39 AM,1.3,0.9,18.69,,,,,
215,10/12/22 09:50:42 AM,2.4,0.9,18.68,,,,,
216,10/12/22 09:50:45 AM,2.3,-1.7,18.68,,,,,
217,10/12/22 09:50:48 AM,1.2,0.9,18.68,,,,,
218,10/12/22 09:50:51 AM,1.2,0.9,18.68,,,,,
219,10/12/22 09:50:54 AM,1.2,-1.7,18.68,,,,,
220,10/12/22 09:50:57 AM,1.2,-1.7,18.68,,,,,
221,10/12/22 09:51:00 AM,1.3,-1.7,18.68,,,,,
222,10/12/22 09:51:03 AM,1.2,0.9,18.68,,,,,
223,10/12/22 09:51:06 AM,1.2,-1.7,18.68,,,,,
224,10/12/22 09:51:09 AM,1.2,0.9,18.68,,,,,
225,10/12/22 09:51:12 AM,1.2,0.9,18.68,,,,,
226,10/12/22 09:51:15 AM,2.4,0.9,18.68,,,,,
227,10/12/22 09:51:18 AM,2.4,-1.7,18.67,,,,,
228,10/12/22 09:51:21 AM,1.2,0.9,18.68,,,,,
229,10/12/22 09:51:24 AM,2.4,0.9,18.68,,,,,
230,10/12/22 09:51:27 AM,1.2,-1.7,18.67,,,,,
231,10/12/22 09:51:30 AM,1.2,0.9,18.67,,,,,
232,10/12/22 09:51:33 AM,2.4,0.9,18.68,,,,,
233,10/12/22 09:51:36 AM,1.2,0.9,18.67,,,,,
234,10/12/22 09:51:39 AM,1.2,0.9,18.67,,,,,
235,10/12/22 09:51:42 AM,1.2,0.9,18.67,,,,,
236,10/12/22 09:51:45 AM,1.2,-1.7,18.67,,,,,
237,10/12/22 09:51:48 AM,2.4,-1.7,18.67,,,,,
238,10/12/22 09:51:51 AM,1.0,0.9,18.67,,,,,
239,10/12/22 09:51:54 AM,2.4,0.9,18.67,,,,,
240,10/12/22 09:51:57 AM,1.3,0.9,18.67,,,,,
241,10/12/22 09:52:00 AM,2.4,0.9,18.67,,,,,
242,10/12/22 09:52:03 AM,2.4,0.9,18.67,,,,,
243,10/12/22 09:52:06 AM,1.2,-1.7,18.67,,,,,
244,10/12/22 09:52:09 AM,1.2,13.3,18.66,,,,,
245,10/12/22 09:52:12 AM,2.7,0.9,18.66,,,,,
246,10/12/22 09:52:15 AM,1.2,0.9,18.66,,,,,
247,10/12/22 09:52:18 AM,1.2,0.9,18.66,,,,,
248,10/12/22 09:52:21 AM,1.2,-1.7,18.66,,,,,
249,10/12/22 09:52:24 AM,1.2,0.9,18.66,,,,,
250,10/12/22 09:52:27 AM,1.2,-1.7,18.66,,,,,
251,10/12/22 09:52:30 AM,1.2,0.9,18.66,,,,,
252,10/12/22 09:52:33 AM,1.2,0.9,18.66,,,,,
253,10/12/22 09:52:36 AM,1.2,-1.7,18.66,,,,,
254,10/12/22 09:52:39 AM,1.2,0.9,18.66,,,,,
255,10/12/22 09:52:42 AM,1.2,0.9,18.64,,,,,
256,10/12/22 09:52:45 AM,1.2,0.9,18.66,,,,,
257,10/12/22 09:52:48 AM,1.2,-1.7,18.66,,,,,
258,10/12/22 09:52:51 AM,1.2,0.9,18.64,,,,,
259,10/12/22 09:52:54 AM,2.4,-1.7,18.64,,,,,
260,10/12/22 09:52:57 AM,2.4,0.9,18.66,,,,,
261,10/12/22 09:53:00 AM,2.4,0.9,18.66,,,,,
262,10/12/22 09:53:03 AM,2.4,0.9,18.64,,,,,
263,10/12/22 09:53:06 AM,1.2,-1.7,18.64,,,,,
264,10/12/22 09:53:09 AM,1.2,-1.7,18.64,,,,,
265,10/12/22 09:53:12 AM,2.4,0.9,18.64,,,,,
266,10/12/22 09:53:15 AM,2.4,0.9,18.64,,,,,
267,10/12/22 09:53:18 AM,2.4,0.9,18.64,,,,,
268,10/12/22 09:53:21 AM,1.3,0.9,18.64,,,,,
269,10/12/22 09:53:24 AM,1.2,-1.7,18.64,,,,,
270,10/12/22 09:53:27 AM,1.2,0.9,18.64,,,,,
271,10/12/22 09:53:30 AM,2.4,0.9,18.64,,,,,
272,10/12/22 09:53:33 AM,1.2,0.9,18.64,,,,,
273,10/12/22 09:53:36 AM,2.4,-1.7,18.64,,,,,
274,10/12/22 09:53:39 AM,1.2,13.3,18.64,,,,,
275,10/12/22 09:53:42 AM,1.2,-1.7,18.64,,,,,
276,10/12/22 09:53:45 AM,1.2,0.9,18.64,,,,,
277,10/12/22 09:53:48 AM,1.3,-1.7,18.63,,,,,
278,10/12/22 09:53:51 AM,1.3,-1.7,18.63,,,,,
279,10/12/22 09:53:54 AM,2.4,-1.7,18.63,,,,,
280,10/12/22 09:53:57 AM,1.2,-1.7,18.64,,,,,
281,10/12/22 09:54:00 AM,1.2,0.9,18.63,,,,,
282,10/12/22 09:54:03 AM,1.2,-1.7,18.63,,,,,
283,10/12/22 09:54:06 AM,2.4,0.9,18.63,,,,,
284,10/12/22 09:54:09 AM,2.4,0.9,18.63,,,,,
285,10/12/22 09:54:12 AM,1.2,0.9,18.63,,,,,
286,10/12/22 09:54:15 AM,1.2,0.9,18.63,,,,,
287,10/12/22 09:54:18 AM,2.7,-1.7,18.63,,,,,
288,10/12/22 09:54:21 AM,2.4,-1.7,18.63,,,,,
289,10/12/22 09:54:24 AM,1.2,0.9,18.63,,,,,
290,10/12/22 09:54:27 AM,1.2,0.9,18.63,,,,,
291,10/12/22 09:54:30 AM,1.2,0.9,18.63,,,,,
292,10/12/22 09:54:33 AM,1.2,0.9,18.63,,,,,
293,10/12/22 09:54:36 AM,1.2,-1.7,18.63,,,,,
294,10/12/22 09:54:39 AM,2.4,-1.7,18.62,,,,,
295,10/12/22 09:54:42 AM,1.2,0.9,18.63,,,,,
296,10/12/22 09:54:45 AM,1.2,0.9,18.63,,,,,
297,10/12/22 09:54:48 AM,2.4,0.9,18.62,,,,,
298,10/12/22 09:54:51 AM,1.2,0.9,18.62,,,,,
299,10/12/22 09:54:54 AM,1.2,0.9,18.62,,,,,
300,10/12/22 09:54:57 AM,1.2,0.9,18.62,,,,,
301,10/12/22 09:55:00 AM,1.2,-1.7,18.62,,,,,
302,10/12/22 09:55:03 AM,1.2,-1.7,18.62,,,,,
303,10/12/22 09:55:06 AM,1.2,-1.7,18.62,,,,,
304,10/12/22 09:55:09 AM,2.4,-1.7,18.62,,,,,
305,10/12/22 09:55:12 AM,1.3,-1.7,18.62,,,,,
306,10/12/22 09:55:15 AM,1.2,0.9,18.62,,,,,
307,10/12/22 09:55:18 AM,1.3,-1.7,18.62,,,,,
308,10/12/22 09:55:21 AM,1.2,0.9,18.62,,,,,
309,10/12/22 09:55:24 AM,1.2,0.9,18.62,,,,,
310,10/12/22 09:55:27 AM,1.3,0.9,18.62,,,,,
311,10/12/22 09:55:30 AM,2.4,-1.7,18.62,,,,,
312,10/12/22 09:55:33 AM,1.2,0.9,18.61,,,,,
313,10/12/22 09:55:36 AM,2.4,-1.7,18.62,,,,,
314,10/12/22 09:55:39 AM,1.2,-1.7,18.62,,,,,
315,10/12/22 09:55:42 AM,1.3,0.9,18.61,,,,,
316,10/12/22 09:55:45 AM,2.4,0.9,18.61,,,,,
317,10/12/22 09:55:48 AM,1.2,0.9,18.62,,,,,
318,10/12/22 09:55:51 AM,2.4,0.9,18.62,,,,,
319,10/12/22 09:55:54 AM,1.2,0.9,18.62,,,,,
320,10/12/22 09:55:57 AM,1.2,0.9,18.61,,,,,
321,10/12/22 09:56:00 AM,1.2,0.9,18.61,,,,,
322,10/12/22 09:56:03 AM,1.2,-1.7,18.61,,,,,
323,10/12/22 09:56:06 AM,1.2,0.9,18.62,,,,,
324,10/12/22 09:56:09 AM,1.2,0.9,18.61,,,,,
325,10/12/22 09:56:12 AM,1.2,0.9,18.61,,,,,
326,10/12/22 09:56:15 AM,1.2,0.9,18.62,,,,,
327,10/12/22 09:56:18 AM,2.4,0.9,18.61,,,,,
328,10/12/22 09:56:21 AM,2.4,0.9,18.61,,,,,
329,10/12/22 09:56:24 AM,1.2,-1.7,18.61,,,,,
330,10/12/22 09:56:27 AM,2.4,-1.7,18.61,,,,,
331,10/12/22 09:56:30 AM,1.2,0.9,18.61,,,,,
332,10/12/22 09:56:33 AM,1.3,-1.7,18.61,,,,,
333,10/12/22 09:56:36 AM,2.4,-1.7,18.60,,,,,
334,10/12/22 09:56:39 AM,1.2,-1.7,18.60,,,,,
335,10/12/22 09:56:42 AM,1.2,-2.8,18.61,,,,,
336,10/12/22 09:56:45 AM,1.2,-1.7,18.60,,,,,
337,10/12/22 09:56:48 AM,2.4,-1.7,18.61,,,,,
338,10/12/22 09:56:51 AM,2.4,0.9,18.61,,,,,
339,10/12/22 09:56:54 AM,1.3,-1.7,18.61,,,,,
340,10/12/22 09:56:57 AM,2.4,0.9,18.61,,,,,
341,10/12/22 09:57:00 AM,1.2,0.9,18.61,,,,,
342,10/12/22 09:57:03 AM,1.2,-1.7,18.60,,,,,
343,10/12/22 09:57:06 AM,1.2,-1.7,18.60,,,,,
344,10/12/22 09:57:09 AM,1.2,0.9,18.61,,,,,
345,10/12/22 09:57:12 AM,1.2,13.3,18.61,,,,,
346,10/12/22 09:57:15 AM,1.2,13.3,18.60,,,,,
347,10/12/22 09:57:18 AM,1.2,0.9,18.60,,,,,
348,10/12/22 09:57:21 AM,2.4,-1.7,18.60,,,,,
349,10/12/22 09:57:24 AM,1.2,0.9,18.60,,,,,
350,10/12/22 09:57:27 AM,1.2,0.9,18.60,,,,,
351,10/12/22 09:57:30 AM,2.4,0.9,18.61,,,,,
352,10/12/22 09:57:33 AM,1.2,0.9,18.60,,,,,
353,10/12/22 09:57:36 AM,1.2,0.9,18.58,,,,,
354,10/12/22 09:57:39 AM,2.4,-1.7,18.60,,,,,
355,10/12/22 09:57:42 AM,1.3,-1.7,18.60,,,,,
356,10/12/22 09:57:45 AM,1.2,-1.7,18.60,,,,,
357,10/12/22 09:57:48 AM,2.4,0.9,18.60,,,,,
358,10/12/22 09:57:51 AM,1.2,-1.7,18.60,,,,,
359,10/12/22 09:57:54 AM,1.2,-1.7,18.60,,,,,
360,10/12/22 09:57:57 AM,1.2,0.9,18.60,,,,,
361,10/12/22 09:58:00 AM,1.2,0.9,18.60,,,,,
362,10/12/22 09:58:03 AM,2.4,-1.7,18.60,,,,,
363,10/12/22 09:58:06 AM,2.4,-1.7,18.60,,,,,
364,10/12/22 09:58:09 AM,1.2,-1.7,18.58,,,,,
365,10/12/22 09:58:12 AM,1.2,0.9,18.58,,,,,
366,10/12/22 09:58:15 AM,1.2,-1.7,18.58,,,,,
367,10/12/22 09:58:18 AM,1.2,0.9,18.58,,,,,
368,10/12/22 09:58:21 AM,2.4,-1.7,18.58,,,,,
369,10/12/22 09:58:24 AM,2.4,0.9,18.58,,,,,
370,10/12/22 09:58:27 AM,1.2,0.9,18.60,,,,,
371,10/12/22 09:58:30 AM,1.2,0.9,18.58,,,,,
372,10/12/22 09:58:33 AM,1.2,-1.7,18.57,,,,,
373,10/12/22 09:58:36 AM,1.2,-1.7,18.58,,,,,
374,10/12/22 09:58:39 AM,1.3,0.9,18.58,,,,,
375,10/12/22 09:58:42 AM,1.2,-1.7,18.58,,,,,
376,10/12/22 09:58:45 AM,2.4,0.9,18.58,,,,,
377,10/12/22 09:58:48 AM,1.2,-1.7,18.58,,,,,
378,10/12/22 09:58:51 AM,1.2,0.9,18.58,,,,,
379,10/12/22 09:58:54 AM,1.3,0.9,18.58,,,,,
380,10/12/22 09:58:57 AM,1.2,0.9,18.57,,,,,
381,10/12/22 09:59:00 AM,2.4,-1.7,18.58,,,,,
382,10/12/22 09:59:03 AM,1.2,-1.7,18.58,,,,,
383,10/12/22 09:59:06 AM,1.2,0.9,18.58,,,,,
384,10/12/22 09:59:09 AM,1.2,0.9,18.58,,,,,
385,10/12/22 09:59:12 AM,1.2,0.9,18.58,,,,,
386,10/12/22 09:59:15 AM,2.4,-1.7,18.57,,,,,
387,10/12/22 09:59:18 AM,1.0,0.9,18.58,,,,,
388,10/12/22 09:59:21 AM,1.2,0.9,18.57,,,,,
389,10/12/22 09:59:24 AM,1.2,13.3,18.57,,,,,
390,10/12/22 09:59:27 AM,1.2,0.9,18.57,,,,,
391,10/12/22 09:59:30 AM,1.2,0.9,18.57,,,,,
392,10/12/22 09:59:33 AM,1.2,0.9,18.57,,,,,
393,10/12/22 09:59:36 AM,2.4,-1.7,18.57,,,,,
